Topic,Words,Frequency,Class
3,"sollentuna kommun, sollentuna, 4fokusområde, 12planering genomförande, 12planering",1,Sollentuna
5,"ramen, respektive, ramen folkbiblioteket, utbildningsnämndens verksamhet sollentuna, löpande kvalitetsuppföljning sätt",1,Sollentuna
7,"cirkulerar, fokusområde, digitala kompetens, digitala, kompetens",1,Sollentuna
10,"nationella, minoritetsspråken, sollentuna, prioriterade, genomförande",1,Sollentuna
25,"sollentuna, planen, inriktning verksamheterna kommunen prioriterat åren, prioriterat åren 2022, förankringsverktyg",1,Sollentuna
-1,"kumla, kumla bibliotek, biblioteket, bibliotek, genom",36,Kumla
0,"digitala, digital, miljon svenskar använder, år 2018 använde, år 2018 använde halv",3,Kumla
1,"besökare, således, frontas besökare, besökare används utställningshall professionella, frontas",2,Kumla
2,"kumla, lånecentral, medieförsörjningen, samverkan, fjärrlån",2,Kumla
3,"12 fortsatt fokus, 11 utvärdering biblioteksplan 2016, alla10 samverkan andra verksamheter, bibliotek alla10 samverkan, allmänhetens tjänst9 bibliotek alla10 samverkan",1,Kumla
4,"svenska, litteratur, lättläst, personer, annat",1,Kumla
6,"se, statistik, https www, https, skolbibliotek",1,Kumla
11,"organisera, https www, https, via https, via https www",1,Kumla
13,"åtta, pedagogträffar, skriv filmcirklar bibliotekarierna också, bibliotekarierna också, pyssel musik sagostunder",1,Kumla
21,"finns, hublets, verktyg tillgängliggör nya medieformat, ex dagstidningar nätet, även tillgång daisy",3,Kumla
25,"biblioteksplanen, livslångt lärande, livslångt, kumla kommuns biblioteksplan, biblioteksverksamhet består folkbibliotek skolbibliotek planen",1,Kumla
28,"främja läsande litteraturens ställning5 fortbildning, litteraturens ställning5 fortbildning, informationskompetens8 teknisk service allmänhetens tjänst9, forskning6 allsidighet kvalitet utbudet7, utbudet7 satsningar informationsteknik",1,Kumla
-1,"biblioteken, behov, barn, olika, media",23,Härjedalen
0,"digital, teknik, digitala, större digital, förlängningen bör",5,Härjedalen
2,"uppsökande, uppsökande verksamhet, samverkan, kring, verksamhet",2,Härjedalen
3,"styrdokument, omvärldsanalys, kopplingar, kommunstyrelsen, samlade",1,Härjedalen
5,"01, biblioteksplanen gäller, 2020 01 01 2024 12, biblioteksplanen gäller 2020 01, 2020 01 01 2024",2,Härjedalen
10,"litteratur, övriga kommuner regionen kring litteratur, regionen kring litteratur andra, kring litteratur andra språk, kring litteratur andra språk svenska",2,Härjedalen
13,"regelbundna besök familjecentralen, besök familjecentralen, göra regelbundna, göra regelbundna besök, göra regelbundna besök familjecentralen",2,Härjedalen
15,"media, köps in, köps, in, vecka biblioteken finns",1,Härjedalen
17,"konferenser, sydsamiska, framtidens bibliotek, framtidens, fortbildning",2,Härjedalen
-1,"malå, malå kommun, malå bibliotek, biblioteksverksamheten malå kommun, biblioteksverksamheten malå",14,Malå
0,"gratis, gratis tillgång, handledning, digitala, digitalt",3,Malå
2,"regionbibliotek västerbotten, västerbotten, regionbibliotek, bibliotekens roll kraft demokrati delaktighet, återlämna samtliga bibliotek bibliotekskatalog lånekort",1,Malå
3,"kommun, biblioteksplan, 2020, 10, bibliotek",1,Malå
11,"malå, malå kommun, kommun följa planen utformats, 12 02, se antagen kommunfullmäktige 2019 12",1,Malå
16,"elevernas, facklitteratur skönlitteratur informations teknik, informations teknik andra medier biblioteket, teknik andra medier, teknik andra medier biblioteket",3,Malå
26,"regionbiblioteket, kb, kungliga biblioteket, kungliga, statlig myndighet kb uppdrag",1,Malå
-1,"tingsryd, biblioteket, barn, annat, genom",17,Tingsryd
0,"digitala, digitalt, öka, hela länet, delaktighet",6,Tingsryd
1,"filmvisningar konserter, anordnas arrangemang författarbesök utställningar, författarbesök utställningar filmvisningar konserter, författarbesök utställningar filmvisningar, filmvisningar konserter föreläsningar",2,Tingsryd
7,"elevernas, läsning ytterst rektor äger, frågor rör skolbiblioteken avgör, ytterst rektor äger, ytterst rektor äger beslutanderätten",1,Tingsryd
8,"rätt, barnets, barn, barnets bästa, rätt uttrycka",4,Tingsryd
9,"procent, sysselsättningen, tingsryds, år, 83 procent",4,Tingsryd
12,"föreningsliv, närhet, väl, mötesplatser folk skolbiblioteken ingår gemensam, europa finns",1,Tingsryd
-1,"biblioteket, olika, barn, medier, kommer",26,Kungsör
0,"roll, vardagsrum, kommunikation, tankar, kunskaper",1,Kungsör
1,"lämna synpunkter, ställen, bibliotekets besökare, lämpliga, bibliotekslokalen",2,Kungsör
2,"länet, västmanland, bibliotekssamverkan, drygt, servicegraden tillgängligheten bibliotekens tjänster hela",3,Kungsör
6,"karls skola, karls, skola, inga, västerskolan",2,Kungsör
7,"skolans, skolbiblioteksverksamheten regleras skollagen uppdraget tydligt, olika ämnen målgruppen avgränsad, personal båda olika, regleras skollagen uppdraget tydligt",1,Kungsör
9,"kungsör, år, mil, cirka, invånare",4,Kungsör
10,"svenska, press, erbjuda, språk, modersmål",1,Kungsör
13,"aktiva låntagare, barn, aktiva, första hand låg mellanstadium, bör andelen",1,Kungsör
15,"lämna, biblioteksanvändarna, inköpsförslag, heller strider, in heller strider",1,Kungsör
23,"kungsörs, veckan bokbusstjänsten köps, 1984, biblioteksfilialen valskog lades, valskog lades",1,Kungsör
24,"öppet, håller öppet, sommarmånaderna, timmar, håller",1,Kungsör
25,"lång sikt visa, utvecklingsplan kort lång, struktur kommunens samlade biblioteksverksamhet, biblioteksplanen utvecklingsplan kort lång, biblioteksplanen utvecklingsplan",2,Kungsör
-1,"kävlinge, olika, biblioteken, biblioteksplanen, litteratur",25,Kävlinge
0,"fått, internet, smartmobil enligt internetstiftelsen gränsen går, nationellt perspektiv digitaliseringen förenklat, smartmobil enligt internetstiftelsen gränsen",1,Kävlinge
1,"biblioteken erbjuda tysta, tysta lugna miljöer studier, måste biblioteken erbjuda tysta, måste biblioteken erbjuda, måste biblioteken erbjuda tysta lugna",2,Kävlinge
2,"biblioteken, sverige, lomma kommunen sker samverkan kultursamordnare, beskrivs positivt användarna, beskrivs positivt",1,Kävlinge
5,"biblioteksplanen, aktuell omvärldsanalys, biblioteksplanen bör, betraktas, revideras",2,Kävlinge
14,"demokrati, biblioteksverksamheten kävlinge kommun, allmänna biblioteksväsendet, allmänna, biblioteksväsendet",2,Kävlinge
17,"kävlinge kommun, kävlinge, biblioteksmedarbetare, mandat behövs kunna agera serviceinriktat, ambitionen biblioteksmedarbetare kävlinge kommun utbildning",2,Kävlinge
25,"planen, regionala kulturplanen, kulturplanen, kommunerna, kulturplanen visar",1,Kävlinge
-1,"oskarshamns, oskarshamns kommuns, oskarshamns kommuns biblioteksverksamhet, kommuns, kommuns biblioteksverksamhet",11,Oskarshamn
1,"fritt genom andra världar, andra världar kulturbussen värdefull, rätt kulturupplevelser kunna tillgodoses möjligheter, världar kulturbussen värdefull resurs, rätt kulturupplevelser kunna tillgodoses",1,Oskarshamn
4,"folkbibliotek, annat, nationella, svenska, folkbibliotek kommun folkbibliotek",2,Oskarshamn
7,"undervisningen öppnar, skolbibliotekariernas kunskaper engagemang, engagemang tas tillvara undervisningen öppnar, söker ens visste fanns, lärarna skolbibliotekariernas kunskaper engagemang tas",1,Oskarshamn
14,"allmänna biblioteksväsendet, biblioteksväsendet, allmänna, biblioteksverksamhet, offentligt finansierad biblioteksverksamhet",1,Oskarshamn
18,"folkbiblioteken, avgiftsfritt, litteratur, få, tid",2,Oskarshamn
20,"ansvarar, staten, ansvarar staten, enskilda, regionerna",3,Oskarshamn
26,"lånecentraler, högskolebibliotek, finnas, allmänna biblioteksväsendet, biblioteksväsendet",1,Oskarshamn
-1,"barn, kopior, andra, bibliotek, biblioteket",16,Bräcke
0,"digitala, allrahelst banker, fysiska frånvaro arbetsuppgift tar mer, kräver själva, fysiska kontor kommunen",1,Bräcke
1,"typer evenemang, olika typer evenemang, plats, gemenskap, evenemang samlar människor",2,Bräcke
3,"ansvarar skol barnomsorgsavdelningen, lagrum kommunens, lagrum, skol barnomsorgsavdelningen, ansvarar skol",1,Bräcke
4,"01, personer, behovet medier information, region politiskt antagen biblioteksplan styrdokument, litteratur tillgodose behovet medier information",1,Bräcke
5,"bräcke kommuns, bräcke, 01, 12 31 därtill, angelägna kommunen viktigaste redskapet",1,Bräcke
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Bräcke
17,"integrerade, tre, resurser, beredskap ny teknik nya, stark självklar",1,Bräcke
24,"timmar, cirka, befolkning skolområdet cirka, kommunens befolkning skolområdet cirka, skolområdet cirka",1,Bräcke
-1,"helsingborgs, skolbibliotek, biblioteken, bibliotek, olika",60,Helsingborg
0,"digitala, digital, samhället, invånarna, analysera",8,Helsingborg
1,"mötesplatserna, digitala mötesplatserna, biblioteket, fysiska, aspekter",4,Helsingborg
4,"huvudmannen, folkbiblioteken, annat, erbjuda litteratur, ägna särskild uppmärksamhet",3,Helsingborg
7,"arbetet, elevernas, kompetens, stärka, digital",4,Helsingborg
11,"biblioteksplan, helsingborgs, skol fritidsförvaltningen, 2018, kulturförvaltningen",2,Helsingborg
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Helsingborg
16,"skolbiblioteket finnas böcker, elever undervisning skolbiblioteket, både facklitteratur skönlitteratur finnas, därtill biblioteken användas läsande läranderum, står elevernas lärarnas",1,Helsingborg
18,"folkbiblioteken, tid, få, landsting, tillgång",1,Helsingborg
20,"ansvarar, staten, program3, landsting, kommuner",2,Helsingborg
22,"helsingborgs, helsingborg, familjen, familjen helsingborg, bibliotek",18,Helsingborg
26,"landsting, syfte, finnas, regional, biblioteksverksamhet",1,Helsingborg
29,"motivation, skolbiblioteket, eleverna, berättande, läsning berättande",3,Helsingborg
-1,"falu, skolbibliotek, falu kommun, olika, finns",46,Falun
0,"digitala, kunna, digital, kommit, tjänster",5,Falun
4,"folkbiblioteken, annat, erbjuda litteratur, ägna särskild uppmärksamhet, bland annat genom",2,Falun
5,"uppföljning, görs, biblioteksplanen, biblioteksplanen fortsätter, biblioteksplanen fortsätter träffas gång år",1,Falun
7,"utrustning, personal, medier utrustning, medier, elevernas",3,Falun
8,"barn rätt, rätt, berör offentlighets sekretesslag, berör offentlighets sekretesslag 2009 400, frågor berör offentlighets sekretesslag 2009",1,Falun
12,"falu kommun, falu, hållbart ledordet både gäller, framtidsbilden kommunens politiska ledning, ledning 200 anställda falu",3,Falun
16,"elevernas, skolbibliotek, tillgång skolbibliotek, skollagen, skolans",1,Falun
24,"näs, falu, cirka, öppet, veckan",1,Falun
-1,"biblioteket, barn, bibliotekets, unga, väsby",18,Upplands Väsby
0,"gång, digitala, kommuninvånarna lånas, datorer möjliggöra enskilde, tillhör folket fysiska",1,Upplands Väsby
3,"dokument, planen, plan, reviderad giltig ansvarig ägare, förutsättningar önskad",1,Upplands Väsby
4,"biblioteket fortsätter, andra, annat, svenska, fortsätter",2,Upplands Väsby
10,"finska, nationella, minoriteterna, finskt förvaltningsområde, finskt",3,Upplands Väsby
19,"väsby, väsbybor, obiblioteket, dialog, långsiktigt",4,Upplands Väsby
25,"väsby, upplands väsby, upplands, styrdokument riktlinjer vision väsby stad, styrdokument riktlinjer vision väsby",1,Upplands Väsby
28,"förutsättningar ställs inga krav, språk förutsättningar ställs, reflektion outsinlig, möts oavsett ålder, banar också",1,Upplands Väsby
-1,"vårgårda, biblioteket, genom, exempelvis, bibliotekets",20,Vårgårda
0,"digitala, digitalt, digitala utvecklingen, lever, biblioteket",2,Vårgårda
1,"samhällets öppna rum, samhällets öppna, öppna rum, välkomna, rum",1,Vårgårda
2,"boråsregionen, biblioteken boråsregionen, biblioteket nära samarbete biblioteken boråsregionen, biblioteket nära samarbete biblioteken, samarbete biblioteken boråsregionen",2,Vårgårda
3,"västra, västra götalandsregionen 2019, götalandsregionen 2019, utvärdering, vårgårda kommun",3,Vårgårda
8,"unicef sverige, unicef, sverige, fn konvention barns rättigheter stockholm, unicef sverige vårgårda kommun 2019a",1,Vårgårda
10,"nationella, lättlästa böcker biblioteket driver välbesökt, chib finska meänkieli tornedalsfinska rekreation, kommunens lokala, finska meänkieli tornedalsfinska rekreation studier",1,Vårgårda
11,"sfs 2013 801, sfs 2013, sfs, 801, 2013 801",3,Vårgårda
15,"beståndet, kvalitetsmässigt medieutbud möta besökarnas önskemål, medborgarnas möjlighet fri, aktivt hålla aktuellt kvalitetsmässigt medieutbud, bredd djup utbud",1,Vårgårda
19,"biblioteket, kommunen, vårgårda, genom, vårgårda kommun",2,Vårgårda
-1,"linköpings, linköpings stadsbibliotek, olika, genom, biblioteket",37,Linköping
0,"inhämta information, inhämta, information, digitalt, sitt liv påverka samhället utveckla",1,Linköping
1,"biblioteksrummet, planperioden, brett inspirerande all typ, vana biblioteksbesökare grundpelare viktiga, böcker brett inspirerande all",2,Linköping
2,"linköpings, linköpings stadsbibliotek, östergötland, stadsbibliotek, götabiblioteken",4,Linköping
3,"linköpings, biblioteksplan, område, 2020, kommun",2,Linköping
6,"pedagogers arbete genom, god läsutveckling utveckla medie, god läsutveckling utveckla, gymnasieskolan gymnasiesärskolan komvux, lärande pedagogers",2,Linköping
7,"digitala, elevernas, skolans, förmåga, elevernas språkliga förmåga digitala",4,Linköping
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Linköping
28,"läsning, läslusten, barnen, vana även bra, vana även bra grund behöver",1,Linköping
29,"elevernas läsförståelse intresse, läsförståelse intresse, läsning ökar, elevernas läsförståelse intresse läsning, intresse läsning ökar",2,Linköping
-1,"mark, biblioteket, marks kommun, marks, olika",19,Mark
1,"biblioteket, trygga, utställningar, utställningar författarskap föredrag exempel inkluderande, konsthantverk utställningar författarskap föredrag exempel",2,Mark
2,"delaktighet torbjörn stockenborn enhetschef kultur, lars bilting bibliotekssamordnare, mångspråk barnrätt digital delaktighet torbjörn, digital delaktighet torbjörn, fritid lars",1,Mark
3,"investeringsplaner, följa biblioteksplanens, följa biblioteksplanens intentioner, biblioteksplanens intentioner, 02",1,Mark
6,"bibliotek mark, mark, barn utbildningsnämnden, utbildningsnämnden, anställd kultur fritidsnämnden beställarbudget",1,Mark
8,"barnkonventionen, beslut åtgärder, beslut, barn, mark",3,Mark
15,"mediaplan, arbetet gemensamt biblioteksdatasystem tidigare finns, hela kommunen mediaplan bör följas, fördjupat samarbete kring, fjärrlån biblioteket kulturarenabiblioteken inspirerande funktionsdugliga",1,Mark
18,"folkbiblioteken, få, oavsett, film folkbiblioteken, kulturlivet ansvarsfördelningen",1,Mark
-1,"skurup, skåne, samt, kommunen, samverkan",19,Skurup
1,"rum, bottenplan, också, biblioteket, tillgängligheten",5,Skurup
2,"samverkan sker, biblioteken skåne sydost, skåne sydost, samverkan, biblioteken skåne",2,Skurup
3,"27inneha, rteckning, kommunantagen kommunfullmäktige 2017, 02 27inneha, kommunantagen kommunfullmäktige 2017 02 27inneha",2,Skurup
4,"lokaler utrustning, utbildningen, utrustning, läroplanen lgr 11 lokaler, präglas allsidighet kvalitet svensk författningssamling",1,Skurup
5,"år revideras behov tidsperspektivet kommer, behov tidsperspektivet kommer dock längre, behov tidsperspektivet kommer, behov tidsperspektivet kommer dock, skolbiblioteket förtydligas planen kommer",1,Skurup
9,"befolkningen, beräkningar baserat inflyttningsnetto födelsetal, beräkningar baserat, beräkningar baserat inflyttningsnetto, drygt 15 000 invånare november",1,Skurup
11,"karlsson, internetresurserbibliotekslagen skollagen regional kulturplan, socialbibliotekarie göran pettersson mp, kulturplan skåne 2016 2019 statistiska, pettersson mp albin karlsson sten",1,Skurup
24,"timmar, filialbiblioteket, timmar vecka, vecka, öppet",2,Skurup
-1,"kristianstads, folkbiblioteken, skolbibliotekscentralen, olika, barn",20,Kristianstad
0,"digitala, delaktigheten demokratifråga, digitala delaktigheten demokratifråga tillgång samhället, tillgång samhället, samhället villkor",2,Kristianstad
2,"utvecklat samarbete, utvecklat, samarbete, biblioteksservice, utvecklat samarbete omsorgsförvaltningen biblioteksservice bland",1,Kristianstad
3,"kristianstads, 12, biblioteksplan, 12 styrdokument riktlinjer 12, åsiktsbildning lärande litteraturens",1,Kristianstad
6,"folk, folk skolbibliotek, integrerade folk skolbibliotek, integrerade folk, skolbibliotek",1,Kristianstad
8,"barns, barns rätt, rätt, barn elever, elever",1,Kristianstad
23,"kristianstads kommun, kristianstad, folkbibliotek, kristianstads, förvaltningarna",2,Kristianstad
29,"medieformer, litteratur läsning, läsning, utvecklar, litteratur",1,Kristianstad
-1,"sjöbo, barn, biblioteket, unga, sjöbo kommun",33,Sjöbo
0,"digitala, medie, medie informationskunnighet, mik, informationskunnighet",4,Sjöbo
1,"besökarna, biblioteket, såväl inkluderande rum, inkluderande rum anpassat utifrån användarnas, anpassat utifrån användarnas behov",3,Sjöbo
4,"huvudmannen, ansvarar, folkbibliotek, annat, lag",3,Sjöbo
5,"utökas, planens giltighet 2021 2031 biblioteksplanen, skolbiblioteken kunna fungera, revideras förvaltningen tredje år, fullt uppföljning revidering planens giltighet",1,Sjöbo
6,"placerade, skolorna placerade, skolorna, friskolor, skolorna placerade tätorten",2,Sjöbo
7,"mediabudgeten definierad anpassad antalet, läsbehov skolbiblioteket kännas levande, litteraturbestånd passar typer läsbehov skolbiblioteket, definierad anpassad antalet elever också, läsbehov skolbiblioteket kännas",1,Sjöbo
8,"sjöbo, barn, rätt, unga, utveckling",1,Sjöbo
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Sjöbo
18,"folkbiblioteken, tid, få, tillgång, litteratur",1,Sjöbo
20,"ansvarar, staten, kommuner, ansvarar staten, bestämmelserna kap skollagen 2010 800",2,Sjöbo
26,"biblioteksverksamhet, lånecentraler, områden anknyter, forskning universitetet, forskning universitetet högskolan",2,Sjöbo
-1,"mjölby, folkbiblioteken, mjölby kommun, barn, biblioteken",21,Mjölby
0,"färdigheter, folkbiblioteken kommunen, digitala, olika, folkbiblioteken",1,Mjölby
2,"biblioteken, länet regional, bibliotek götabiblioteken bibliotekssamarbete kommuner, regionala samarbetet biblioteken länet regional, länet regional nivå",1,Mjölby
3,"dokumentansvarig, mjölby kommun beslutad fullmäktige, dokumentansvarig tjänsteperson bibliotekschefvisionpolicystrategiplanriktlinjeinnehåll, inledning 33 planens, 33 planens innehåll 4invånarna",1,Mjölby
11,"biblioteksplan, 2024 omfatta all kommunal biblioteksverksamhet, lärandet 74 ansvar uppföljning förteckning, uppföljning förteckning styrdokument, 2015 2019 biblioteksplanen gälla",1,Mjölby
19,"mötesplatser, kunna använda biblioteken mötesplats prioriterade, trygga tillgängliga mötesplatser medborgare åldrar, människor kunna använda biblioteken, åtanke biblioteken",1,Mjölby
25,"invånarna initiativrika, initiativrika, mjölby kommun, mjölby, biblioteksplanen",1,Mjölby
-1,"södertälje, barn, bibliotek, biblioteken, år",28,Södertälje
1,"välkomnas krav konsumtion, plats välkomnas krav konsumtion, plats välkomnas krav, välkomnas krav, krav konsumtion",2,Södertälje
3,"södertälje, södertälje kommun, 11 målområde, 11, målområde",1,Södertälje
4,"direktiv, ger dock direktiv, utformning verksamhet lagen, direktiv nivå biblioteken, utformning verksamhet lagen ger",1,Södertälje
5,"revideringen, nämndernas, 2021, kontor, 2018 2021",1,Södertälje
6,"samtliga, skolbibliotek skolbyggnaden vissa fall skolbiblioteket, bemannar skolbiblioteket majoriteten skolbibliotekspersonalen, skolor bibliotekspersonal anställd, deltid 40100 bemannar skolbiblioteket majoriteten",1,Södertälje
7,"skolbiblioteket, skolan, kompetens, elevernas, skolbibliotekets",4,Södertälje
12,"människor, attraktiv, kommun, dels, campus telge samarbete högskolor universitet",1,Södertälje
16,"riktlinjerna baserade skollagen skolinspektionen ställer, följande krav skolbibliotek elever, baserade skollagen skolinspektionen, baserade skollagen skolinspektionen ställer, baserade skollagen skolinspektionen ställer följande",1,Södertälje
17,"folkbibliotekens, ses, folkbibliotekens verksamhet, möjligheten, funktionsvariationer",1,Södertälje
23,"södertälje, järna, centrala, spacescape folkbiblioteken, centralort finns två folkbibliotek",1,Södertälje
-1,"kalmar, invånare 2018, kalmar kommun, upptagningsområde, biblioteket",28,Kalmar
0,"digitala, bibliotekets, biblioteket, information, bibliotekets digitala",5,Kalmar
1,"fysiska, inbjudande, biblioteket, fysiska biblioteket, betyder fysiska biblioteket",4,Kalmar
2,"andra, kalmar kommun samarbetar, kalmar kommun samarbetar biblioteken, programverksamhet studiebesök, kommun samarbetar biblioteken",3,Kalmar
3,"kalmar kommun 2020 2025, kommun 2020 2025, kalmar kommun 2020, 2020 2025, kalmar kommun",1,Kalmar
4,"möten få, oberoende rum möten få, folkbiblioteket mötesplats demokratisk, fria oberoende rum möten få, förvaltningen utveckling smedby bibliotek",1,Kalmar
5,"kalmar kommun, kalmar, började, befintlig, biblioteksplan",1,Kalmar
6,"elever, kalmar kommun, gymnasiebibliotek, kalmar, skolbibliotek",2,Kalmar
7,"elever, skolbibliotekets, anpassas elever utifrån förutsättningar gynna, bibliotekets bestånd främja likvärdig, kännas levande locka läsning öppettiderna",1,Kalmar
9,"kalmar, kalmar kommun, befolkningen, kommun, kalmar kommun kommer första hand",2,Kalmar
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Kalmar
16,"lockande användbar skolorna ges elevinflytande, användbar skolorna, elevinflytande olika sätt, utvecklingsbehov folkbiblioteksverksamheten, folkbibliotekspersonal haft gruppdiskussioner",1,Kalmar
17,"kompetensutveckling personalen, kompetensutveckling, personalen, arbetet digitala medier utveckla bibliotekets, hårdvara utveckla arbetet",1,Kalmar
23,"kalmar, ljungbyholm hagby, hagby, påryd, ljungbyholm",1,Kalmar
29,"anpassade medier, elevernas, skolbiblioteket, medier, uppsökande",1,Kalmar
-1,"orust, biblioteket, barn, genom, böcker",55,Orust
0,"kunskap, spelar, information kunskap, information, utvecklingen",1,Orust
1,"studenter, studera, möta, informationssökning, söka högre studier biblioteksverksamheten",2,Orust
2,"bibliotek, landets bibliotek, byggdes, väst, dygnet",2,Orust
3,"orust, dnr beslutsparagraf, beslutsparagraf, beslutsdatum, dnr",2,Orust
4,"huvudmannen, ansvarar, folkbibliotek, annat, nationella",4,Orust
12,"lässtimulans språkutveckling, lässtimulans, orust, utåt låntagare samhälle biblioteken, påverkan miljö klimat",1,Orust
13,"biblioteket, barn, in, år, köpa in",12,Orust
14,"01, biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet",1,Orust
15,"urvalsprinciper, bibliotekets, efterfrågan, skall, görs bedömning förmodad",2,Orust
17,"personalen erbjuds relevant, angeläget personalen erbjuds relevant fortbildning, erbjuds relevant fortbildning kunna, erbjuds relevant fortbildning, erbjuds relevant",2,Orust
18,"folkbiblioteken, tid, få, tillgång, litteratur",1,Orust
20,"ansvarar, staten, kommuner, ansvarar staten, bestämmelserna kap skollagen 2010 800",2,Orust
26,"biblioteksverksamhet, lånecentraler, områden anknyter, forskning universitetet, universitetet högskolan",2,Orust
27,"bibliotek väst, väst, gemensam, gemensam katalog, bibliotek",1,Orust
28,"projekten, läsfrämjande, lässtimulans språkutveckling, stimulera, läsning",3,Orust
-1,"arboga, biblioteket, andra, barn, medier",31,Arboga
0,"socialförvaltningen, omsorgen, tjänster, utveckla, bibliotekets tjänster",1,Arboga
2,"västmanland, region västmanland, gemensam, drift, gemensamma",1,Arboga
3,"arboga, 2020, styrdokument, målformuleringar, kommunens biblioteksverksamhet",1,Arboga
4,"huvudmannen, nationella, annat, svenska, allmänna biblioteksväsendet ägna särskild uppmärksamhet",1,Arboga
5,"biblioteksplanen, verksamhetsplanerna kommer anges, sätt följs sju målformuleringar folkbiblioteketbiblioteket, sätt följs, sätt följs sju målformuleringar",1,Arboga
6,"biblioteket betydande, samarbete grundskolan kring, betydande uppsökande verksamhet olika, verksamheter enskilda folkbiblioteket nära, sju grundskolor finns mindre bibliotek",1,Arboga
8,"barnkonventionen, rätt, barns, lag, barnets",1,Arboga
10,"nationella, svenska, nationella minoritetsspråken, minoritetsspråken, annat",1,Arboga
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",2,Arboga
15,"följa användande, användande, film, följa, databaser",1,Arboga
16,"skolbibliotek, tillgång skolbibliotek, grundskolan, inspirerande, plats inspiration",2,Arboga
18,"folkbiblioteken, tid, tillgång, låntagare avtalad tid, avtalad tid lämnar",2,Arboga
20,"ansvarar, staten, ansvarar staten, enskilda, kommuner",3,Arboga
26,"lånecentraler, högskolebibliotek, finnas, allmänna biblioteksväsendet, biblioteksväsendet",1,Arboga
28,"läsning, fortsätta, barn, biblioteket fortsätta arbetet erbjuda aktuellt, vill biblioteket fortsätta arbetet",1,Arboga
29,"elevernas, skolbiblioteket, synnerhet lässvaga elever mediebeståndet aktuellt, lässvaga elever, andra konstnärliga uttrycksmedel",1,Arboga
-1,"biblioteket, litteratur, nynäshamns, barn, konst",22,Nynäshamn
0,"digitala, genom, uppgift, tillhandahålla, exempelvis",1,Nynäshamn
1,"utställningar, nynäshamns kommun, biblioteket, nynäshamns, medborgarna",2,Nynäshamn
5,"uppföljning, ske, utgör statistiken del årliga, verksamhetsberättelsen uppföljning, kontinuerligt uppföljning revidering biblioteksplanen",1,Nynäshamn
6,"skolbibliotek, utbildad personal, utbildad, skola, skolor",1,Nynäshamn
19,"nynäshamns kommun, nynäshamns, kommun, utforma, kunskaps",3,Nynäshamn
21,"söka information, biblioteket, söka, utbudet evenemang tjänster samt hantera, plattform användare erbjuds",1,Nynäshamn
28,"läsning, genom utmana fördomar bidrar, främja läsning göra, leva sikt stärker demokratiska, läsning ökad förståelse andras sätt",1,Nynäshamn
-1,"umeå, biblioteken, olika, finns, biblioteket",48,Umeå
0,"delaktighet, digitala, digital delaktighet, digital, biblioteken",2,Umeå
1,"lämpligt, ambitionen närmsta åren, möjligt införa fler, lämpligt möjligt införa fler, lämpligt möjligt",2,Umeå
2,"sveriges depåbibliotek lånecentral, depåbibliotek lånecentral, lånecentral, sveriges depåbibliotek, depåbibliotek",1,Umeå
3,"umeå, umeå biblioteken5, växande umeå biblioteken5, biblioteksplan umeå, biblioteken5",2,Umeå
4,"särskild uppmärksamhet, uppmärksamhet, särskild, personer, även ägnas barn",1,Umeå
5,"mål, ämnesplaner, riktlinjerna, innehåller, riktlinjer",2,Umeå
7,"elevernas behov, elevernas, behov, digitala tjänster, teknik",1,Umeå
8,"barnets, barnets rättigheter, rättigheter, nationella mål litteratur, nationella mål litteratur läsfrämjande",1,Umeå
9,"befolkningen, del invånarna andra språk svenska, ekologiskt ekonomiskt hållbart sätt befolkningen, förhållandevis ung drygt, del invånarna andra språk",1,Umeå
12,"umeå, umeå kommuns, kommuns vision umeå, umeå kommuns vision umeå, umeå kommuns vision",1,Umeå
14,"lagen, verka, kommuner folkbibliotek främjande läsning, publiceringsform bibliotekslagen ger, därutöver anger lagen",1,Umeå
16,"tillgång skolbibliotek, skolbibliotek, eleverna, skolbibliotekarietjänster, eleverna tillgång skolbibliotek",2,Umeå
17,"organisationer föreningar, målgrupperna, organisationer, föreningar, utbud bibliotekspersonalen fortbildas språk mångkultur",1,Umeå
23,"bibliotek, folk skolbibliotek, omfattar stadsbiblioteket ersbodabiblioteket, stadsbiblioteket ersbodabiblioteket, umeå kommun omfattar",1,Umeå
26,"umeå, ansvarar, regional, länet, fristående",2,Umeå
28,"år krävs, år krävs aktiva insatser minst, läsförståelse kunnat observeras, utvecklingen gäller läsförståelse, senare år krävs",2,Umeå
